distance_m,distance_earth_radii,earth_solid_angle_sr,earth_ir_flux_w_m2,earth_albedo_flux_w_m2,extra_heat_ir_only_w,extra_heat_ir_plus_albedo_w,temperature_ir_only_k,temperature_ir_plus_albedo_k
27598141.130485915,4.331838193452506,0.16971124382839642,12.736598209674593,10.879399684121625,1.2736598209674594,1.3824538178086756,217.70487878157607,222.21166270101625
28021922.47251352,4.398355434392328,0.1645483721625769,12.354274785246352,10.552825093757502,1.2354274785246353,1.34095572946221,216.0525283746534,220.5250968546073
28452211.159546774,4.465894076212019,0.1595446368546686,11.98342783188678,10.236053522509147,1.1983427831886782,1.3007033184137695,214.41272273870464,218.85133532432357
28889107.11467053,4.534469802961942,0.15469500548094167,11.623712852293963,9.92879070625863,1.1623712852293964,1.2616591922919826,212.78536671739695,217.1902809799854
29332711.795331817,4.604098539527832,0.14999461266208242,11.2747956901836,9.630751214020846,1.12747956901836,1.2237870811585685,211.17036587814326,215.5418374300536
29783128.21690021,4.674796455328867,0.1454387540233129,10.93635221987574,9.341658182793442,1.093635221987574,1.1870518038155085,209.56762650664407,213.90590901605617
30240460.976590898,4.746579968072657,0.14102288040399139,10.608068045198685,9.061243060365321,1.0608068045198686,1.1514192351235217,207.97705560146844,212.28240080705507
30704816.277754102,4.819465747567745,0.136742592304475,10.289638207431885,8.789245355846106,1.0289638207431886,1.1168562743016495,206.39856086868022,210.671218594159
31176301.95453847,4.8934707195947995,0.13259363455868953,9.980766902014967,8.525412397683496,0.9980766902014967,1.0833308141783318,204.8320507165027,209.07226888507537
31655027.49693219,4.968612069837104,0.12857189122159482,9.681167203761206,8.26949909894498,0.9681167203761206,1.0508117113655704,203.27743425002765,207.48545889870763
32141104.07618963,5.0449072478715475,0.12467338066127066,9.390560800318815,8.021267729644713,0.9390560800318815,1.0192687573283286,201.73462126596237,205.9106965597912
32634644.570647378,5.122373971220747,0.12089425084601582,9.108677733633716,7.780487695905117,0.9108677733633717,0.9886726503224228,200.2035222474205,204.34789049357417
33135763.591937754,5.201030229467549,0.11723077481732581,8.835256149172425,7.546935325747073,0.8835256149172426,0.9589949681747133,198.68404835875023,202.79695002053597
33644577.51160379,5.280894288432552,0.1136793463401769,8.570042052673251,7.320393661310646,0.8570042052673252,0.9302081418804318,197.1761114404058,201.25778515115024
